19902,Dover Afb,Delaware
52802,Davenport,Iowa
46407,Gary,Indiana
92549,Idyllwild,California
50648,Jesup,Iowa
95556,Orleans,California
72950,Parks,Arkansas
92618,Irvine,California
62501,Argenta,Illinois
96708,Haiku,Hawaii
19733,Saint Georges,Delaware
31316,Ludowici,Georgia
86403,Lake Havasu City,Arizona
81504,Grand Junction,Colorado
6090,West Granby,Connecticut
85003,Phoenix,Arizona
80624,Gill,Colorado
47948,Goodland,Indiana
52626,Farmington,Iowa
46039,Forest,Indiana
6359,North Stonington,Connecticut
31747,Ellenton,Georgia
30168,Austell,Georgia
91905,Boulevard,California
61344,Mineral,Illinois
92056,Oceanside,California
51046,Paullina,Iowa
30054,Oxford,Georgia
62346,La Prairie,Illinois
32445,Malone,Florida
61775,Strawn,Illinois
80487,Steamboat Springs,
81321,Cortez,Colorado
96734,Kailua,Hawaii
30218,Gay,Georgia
32079,Penney Farms,Florida
52323,Oxford Junction,Iowa
90004,Los Angeles,California
86443,Temple Bar Marina,
32310,Tallahassee,Florida
32091,Starke,Florida
6039,Lakeville,Connecticut
71839,Garland City,Arkansas
47833,Bowling Green,Indiana
62288,Steeleville,Illinois
67642,Hill City,Kansas
46975,Rochester,Indiana
33313,Fort Lauderdale,Florida
61955,Vermilion,Illinois
50130,Jewell,Iowa
83348,Picabo,Idaho
95757,Elk Grove,California
92107,San Diego,California
71842,Horatio,Arkansas
50034,Blairsburg,Iowa
72469,Strawberry,Arkansas
34653,New Port Richey,Florida
90010,Los Angeles,California
93401,San Luis Obispo,California
72760,Saint Paul,Arkansas
62803,Hoyleton,Illinois
6235,Chaplin,Connecticut
6606,Bridgeport,Connecticut
33181,Miami,Florida
47025,Lawrenceburg,Indiana
60041,Ingleside,Illinois
32043,Green Cove Springs,
61938,Mattoon,Illinois
6754,Cornwall Bridge,Connecticut
30470,Tarrytown,Georgia
31094,Warthen,Georgia
95315,Delhi,California
32038,Fort White,Florida
83654,New Meadows,Idaho
33982,Punta Gorda,Florida
33145,Miami,Florida
6088,East Windsor,Connecticut
62254,Lebanon,Illinois
62355,Nebo,Illinois
72014,Beedeville,Arkansas
60450,Morris,Illinois
61484,Vermont,Illinois
47725,Evansville,Indiana
50067,Decatur,Iowa
61028,Elizabeth,Illinois
62690,Virden,Illinois
32578,Niceville,Florida
31523,Brunswick,Georgia
47167,Salem,Indiana
32805,Orlando,Florida
93033,Oxnard,California
31774,Ocilla,Georgia
50171,Montezuma,Iowa
66515,Morrill,Kansas
80116,Franktown,Colorado
46745,Hoagland,Indiana
33167,Miami,Florida
61239,Carbon Cliff,Illinois
32087,Sanderson,Florida
50613,Cedar Falls,Iowa
33016,Hialeah,Florida
33704,Saint Petersburg,Florida
80231,Denver,Colorado
96035,Gerber,California
61275,Port Byron,Illinois
93060,Santa Paula,California
83846,Mullan,Idaho
60712,Lincolnwood,Illinois
61037,Galt,Illinois
66711,Arcadia,Kansas
60031,Gurnee,Illinois
30513,Blue Ridge,Georgia
90605,Whittier,California
95660,North Highlands,California
85009,Phoenix,Arizona
47201,Columbus,Indiana
90704,Avalon,California
32003,Fleming Island,Florida
30802,Appling,Georgia
61928,Gays,Illinois
50428,Clear Lake,Iowa
72367,Mellwood,Arkansas
93616,Del Rey,California
33974,Lehigh Acres,Florida
66516,Netawaka,Kansas
31217,Macon,Georgia
46785,Saint Joe,Indiana
83833,Harrison,Idaho
50655,Maynard,Iowa
90803,Long Beach,California
72762,Springdale,Arkansas
50668,Readlyn,Iowa
80516,Erie,Colorado
94950,Olema,California
93267,Strathmore,California
31711,Andersonville,Georgia
92004,Borrego Springs,California
34711,Clermont,Florida
34602,Brooksville,Florida
90033,Los Angeles,California
60536,Millbrook,Illinois
6091,West Hartland,Connecticut
50585,Sioux Rapids,Iowa
83830,Fernwood,Idaho
33027,Hollywood,Florida
6477,Orange,Connecticut
85352,Tacna,Arizona
33884,Winter Haven,Florida
33037,Key Largo,Florida
30222,Greenville,Georgia
6450,Meriden,Connecticut
31634,Homerville,Georgia
80022,Commerce City,Colorado
85328,Cibola,Arizona
32535,Century,Florida
6897,Wilton,Connecticut
61036,Galena,Illinois
95503,Eureka,California
51455,Manning,Iowa
62532,Elwin,Illinois
60457,Hickory Hills,Illinois
80432,Como,Colorado
83342,Malta,Idaho
93604,Bass Lake,California
30912,Augusta,Georgia
46902,Kokomo,Indiana
46140,Greenfield,Indiana
67880,Ulysses,Kansas
62082,Roodhouse,Illinois
50475,Sheffield,Iowa
61822,Champaign,Illinois
94607,Oakland,California
95316,Denair,California
32776,Sorrento,Florida
95318,El Portal,California
52342,Toledo,Iowa
30101,Acworth,Georgia
91604,Studio City,California
95385,Vernalis,California
94937,Inverness,California
31787,Smithville,Georgia
95540,Fortuna,California
34797,Yalaha,Florida
92625,Corona Del Mar,California
46051,Lapel,Indiana
32257,Jacksonville,Florida
91710,Chino,California
52570,Milton,Iowa
34488,Silver Springs,Florida
71827,Buckner,Arkansas
85736,Tucson,Arizona
34691,Holiday,Florida
32563,Gulf Breeze,Florida
83666,Placerville,Idaho
92025,Escondido,California
61814,Bismarck,Illinois
80648,Nunn,Colorado
81019,Colorado City,Colorado
47369,Pennville,Indiana
90621,Buena Park,California
52649,Salem,Iowa
67020,Burrton,Kansas
72628,Deer,Arkansas
86045,Tuba City,Arizona
93610,Chowchilla,California
33013,Hialeah,Florida
33541,Zephyrhills,Florida
30135,Douglasville,Georgia
46110,Boggstown,Indiana
33154,Miami Beach,Florida
47456,Quincy,Indiana
6409,Centerbrook,Connecticut
47850,Farmersburg,Indiana
30464,Stillmore,Georgia
60963,Rossville,Illinois
91803,Alhambra,California
32449,Wewahitchka,Florida
96059,Manton,California
34241,Sarasota,Florida
6854,Norwalk,Connecticut
62677,Pleasant Plains,Illinois
47260,Medora,Indiana
32139,Georgetown,Florida
81027,Branson,Colorado
50309,Des Moines,Iowa
62232,Caseyville,Illinois
94509,Antioch,California
62058,Livingston,Illinois
6612,Easton,Connecticut
61358,Rutland,Illinois
83464,Leadore,Idaho
62675,Petersburg,Illinois
60184,Wayne,Illinois
72079,Jefferson,Arkansas
30093,Norcross,Georgia
81325,Egnar,Colorado
66429,Grantville,Kansas
61776,Towanda,Illinois
61753,Lexington,Illinois
96797,Waipahu,Hawaii
31554,Nicholls,Georgia
50455,Mc Intire,Iowa
62001,Alhambra,Illinois
60707,Elmwood Park,Illinois
72947,Mulberry,Arkansas
33873,Wauchula,Florida
61071,Rock Falls,Illinois
46268,Indianapolis,Indiana
50511,Algona,Iowa
46506,Bremen,Indiana
95234,Holt,California
32667,Micanopy,Florida
46774,New Haven,Indiana
95303,Ballico,California
93615,Cutler,California
60458,Justice,Illinois
51033,Linn Grove,Iowa
62689,Thayer,Illinois
62694,Winchester,Illinois
95717,Gold Run,California
47802,Terre Haute,Indiana
61049,Lindenwood,Illinois
32218,Jacksonville,Florida
80203,Denver,Colorado
93657,Sanger,California
62311,Augusta,Illinois
31757,Thomasville,Georgia
32464,Westville,Florida
46239,Indianapolis,Indiana
91941,La Mesa,California
95824,Sacramento,California
92131,San Diego,California
32211,Jacksonville,Florida
62938,Golconda,Illinois
81654,Snowmass,Colorado
30619,Arnoldsville,Georgia
67450,Holyrood,Kansas
83856,Priest River,Idaho
81320,Cahone,Colorado
96701,Aiea,Hawaii
95680,Ryde,California
47805,Terre Haute,Indiana
81521,Fruita,Colorado
6059,North Canton,Connecticut
32789,Winter Park,Florida
62548,Mount Pulaski,Illinois
80302,Boulder,Colorado
52156,Luana,Iowa
62928,Eddyville,Illinois
85626,Pirtleville,Arizona
72360,Marianna,Arkansas
51577,Walnut,Iowa
46974,Roann,Indiana
80744,Ovid,Colorado
60511,Big Rock,Illinois
67490,Wilson,Kansas
30097,Duluth,Georgia
51442,Denison,Iowa
92113,San Diego,California
61761,Normal,Illinois
66091,Welda,Kansas
62633,Easton,Illinois
32168,New Smyrna Beach,Florida
95459,Manchester,California
30105,Armuchee,Georgia
47926,Burnettsville,Indiana
80910,Colorado Springs,Colorado
95553,Miranda,California
94103,San Francisco,California
95324,Hilmar,California
30820,Mitchell,Georgia
46721,Butler,Indiana
52801,Davenport,Iowa
62682,San Jose,Illinois
95060,Santa Cruz,California
90401,Santa Monica,California
32568,Mc David,Florida
61231,Aledo,Illinois
47386,Springport,Indiana
62023,Eagarville,Illinois
32327,Crawfordville,Florida
80525,Fort Collins,Colorado
92021,El Cajon,California
50538,Farnhamville,Iowa
61479,Speer,Illinois
67843,Fort Dodge,Kansas
62243,Freeburg,Illinois
51058,Sutherland,Iowa
61465,New Windsor,Illinois
72342,Helena,Arkansas
60462,Orland Park,Illinois
62817,Broughton,Illinois
80011,Aurora,Colorado
60002,Antioch,Illinois
60563,Naperville,Illinois
32801,Orlando,Florida
72007,Austin,Arkansas
33182,Miami,Florida
86503,Chinle,Arizona
60471,Richton Park,Illinois
62867,New Haven,Illinois
30143,Jasper,Georgia
94597,Walnut Creek,California
46032,Carmel,Indiana
72476,Walnut Ridge,Arkansas
32140,Florahome,Florida
67749,Oberlin,Kansas
52314,Mount Vernon,Iowa
34769,Saint Cloud,Florida
92210,Indian Wells,California
80031,Westminster,Colorado
62982,Rosiclare,Illinois
20009,Washington,District of Columbia
46808,Fort Wayne,Indiana
62324,Clayton,Illinois
47436,Heltonville,Indiana
72838,Gravelly,Arkansas
60955,Onarga,Illinois
50604,Aplington,Iowa
31830,Warm Springs,Georgia
50464,Plymouth,Iowa
30607,Athens,Georgia
95825,Sacramento,California
33406,West Palm Beach,Florida
50836,Blockton,Iowa
92105,San Diego,California
32784,Umatilla,Florida
72165,Thida,Arkansas
6264,Scotland,Connecticut
51355,Okoboji,Iowa
83210,Aberdeen,Idaho
61956,Villa Grove,Illinois
81125,Center,Colorado
6610,Bridgeport,Connecticut
34983,Port Saint Lucie,Florida
50147,Lineville,Iowa
62325,Coatsburg,Illinois
46573,Wakarusa,Indiana
62092,White Hall,Illinois
32145,Hastings,Florida
50573,Plover,Iowa
34243,Sarasota,Florida
6811,Danbury,Connecticut
67865,Minneola,Kansas
20053,Washington,District of Columbia
95726,Pollock Pines,California
90270,Maywood,California
34448,Homosassa,Florida
90064,Los Angeles,California
47924,Buck Creek,Indiana
61015,Chana,Illinois
34465,Beverly Hills,Florida
83628,Homedale,Idaho
51443,Glidden,Iowa
85137,Kearny,Arizona
91722,Covina,California
86333,Mayer,Arizona
33004,Dania,Florida
96096,Whitmore,California
71667,Star City,Arkansas
33178,Miami,Florida
60952,Melvin,Illinois
47920,Battle Ground,Indiana
83827,Elk River,Idaho
95923,Canyon Dam,California
60048,Libertyville,Illinois
61857,Muncie,Illinois
95634,Georgetown,California
95336,Manteca,California
46764,Larwill,Indiana
83712,Boise,Idaho
34233,Sarasota,Florida
20540,Washington,District of Columbia
95742,Rancho Cordova,California
71834,Doddridge,Arkansas
61850,Indianola,Illinois
95310,Columbia,California
92707,Santa Ana,California
30070,Porterdale,Georgia
67671,Victoria,Kansas
6256,North Windham,Connecticut
92003,Bonsall,California
62201,East Saint Louis,Illinois
66869,Strong City,Kansas
60564,Naperville,Illinois
60532,Lisle,Illinois
33815,Lakeland,Florida
60657,Chicago,Illinois
19940,Delmar,Delaware
91325,Northridge,California
50543,Gowrie,Iowa
46260,Indianapolis,Indiana
32766,Oviedo,Florida
50540,Fonda,Iowa
60958,Pembroke Township,
6023,East Berlin,Connecticut
95412,Annapolis,California
95490,Willits,California
83234,Downey,Idaho
50023,Ankeny,Iowa
96074,Paskenta,California
33703,Saint Petersburg,Florida
95426,Cobb,California
32444,Lynn Haven,Florida
80264,Denver,Colorado
52583,Promise City,Iowa
61326,Granville,Illinois
85135,Hayden,Arizona
62921,Colp,Illinois
31309,Fleming,Georgia
62275,Pocahontas,Illinois
50454,Little Cedar,Iowa
30566,Oakwood,Georgia
83810,Cataldo,Idaho
50271,Williams,Iowa
61606,Peoria,Illinois
92821,Brea,California
61345,Neponset,Illinois
50222,Peru,Iowa
93442,Morro Bay,California
52745,Dixon,Iowa
31220,Macon,Georgia
93660,San Joaquin,California
96783,Pepeekeo,Hawaii
86502,Chambers,Arizona
85027,Phoenix,Arizona
52352,Walker,Iowa
95956,Meadow Valley,California
33755,Clearwater,Florida
72482,Williford,Arkansas
93022,Oak View,California
33193,Miami,Florida
20260,Washington,District of Columbia
85225,Chandler,Arizona
80830,Matheson,Colorado
71851,Mineral Springs,Arkansas
92276,Thousand Palms,California
46340,Hanna,Indiana
81092,Wiley,Colorado
50039,Bouton,Iowa
