rs3973,64.0,21,21
my7428,92.0,20,20
mv4275,77.0,44,44
vw5806,65.0,21,21
nr4230,97.0,35,35
ma3543,74.0,12,12
mc9149,80.0,33,33
lg2530,90.0,18,18
sh4671,62.0,6,6
mt7030,80.0,27,27
lt3713,94.0,10,10
jw3861,90.0,8,8
kr4923,60.0,33,33
nf6339,87.0,31,31
md6319,65.0,21,21
mb1688,72.0,49,49
mk5190,80.0,3,3
mk3204,66.0,31,31
oc3904,95.0,50,50
km6627,73.0,19,19
js6308,77.0,47,47
jw4897,99.0,27,27
vl7715,63.0,51,51
ph3861,100.0,17,17
md2194,65.0,23,23
jh3919,97.0,9,9
mw5114,71.0,50,50
ld6778,63.0,50,50
mc1411,63.0,10,10
lg7099,85.0,10,10
mm9659,80.0,34,34
rc5324,62.0,18,18
mz7312,75.0,51,51
ml5786,83.0,19,19
nh2508,75.0,29,29
ms2255,77.0,48,48
mp4954,97.0,37,37
lj7790,97.0,22,22
sr7729,90.0,16,16
mt8800,81.0,45,45
ld6540,63.0,5,5
sv5358,74.0,44,44
kf8921,96.0,20,20
rh4718,67.0,12,12
vt8578,88.0,46,46
lu6872,93.0,31,31
lb6520,86.0,50,50
kb6941,77.0,32,32
rv5469,75.0,47,47
ml7975,72.0,18,18
mj4880,83.0,31,31
jf9661,73.0,15,15
lt8366,81.0,51,51
js7099,99.0,44,44
rf2661,90.0,47,47
js8165,66.0,14,14
kk3115,64.0,25,25
mr4635,79.0,50,50
ve8889,81.0,50,50
ml3983,87.0,23,23
ld8065,92.0,40,40
jk4403,82.0,24,24
in2805,94.0,46,46
pb8346,82.0,29,29
rf1782,95.0,28,28
mn6721,75.0,33,33
sm6043,61.0,6,6
lj2224,60.0,24,24
wr3515,93.0,47,47
wl5243,74.0,46,46
jr8665,66.0,41,41
ns1210,96.0,12,12
ms6173,64.0,48,48
na8379,84.0,46,46
ls6337,87.0,44,44
sm9645,89.0,8,8
rr8243,91.0,10,10
lw4369,81.0,17,17
il3541,88.0,7,7
mg8505,62.0,30,30
mo1186,77.0,35,35
pw1726,77.0,8,8
lm6031,99.0,6,6
mj6359,92.0,20,20
pc8832,70.0,28,28
mf8214,90.0,6,6
jb5052,71.0,52,52
ma8938,85.0,18,18
lf4727,63.0,30,30
jh1874,92.0,53,53
rb6281,85.0,53,53
mr5864,100.0,8,8
ml6213,65.0,37,37
mk7773,80.0,50,50
nc8172,83.0,41,41
mj5914,62.0,2,2
me2148,81.0,39,39
mk8847,69.0,22,22
my3786,97.0,51,51
jm3669,76.0,42,42
uf7067,82.0,53,53
mr2575,62.0,39,39
mb3709,61.0,26,26
jk4409,66.0,49,49
ys9174,70.0,13,13
rf1538,80.0,42,42
no6118,79.0,25,25
lc4994,62.0,1,1
oh8195,90.0,6,6
jc2471,96.0,47,47
mm3162,98.0,43,43
jh7997,80.0,16,16
ik6824,67.0,10,10
tk5748,95.0,53,53
ts1830,77.0,4,4
kr6619,60.0,17,17
rk2653,63.0,3,3
sg4622,79.0,35,35
jl3236,66.0,35,35
kh1826,71.0,9,9
me2596,89.0,45,45
jl9851,83.0,11,11
sw7724,83.0,45,45
kh5883,61.0,18,18
mn2842,80.0,32,32
mt7911,82.0,8,8
pf6936,62.0,26,26
mc8336,65.0,12,12
mv1311,83.0,30,30
kk2666,97.0,5,5
ok7520,70.0,20,20
mt3151,95.0,16,16
lb8326,87.0,12,12
lh1031,66.0,44,44
mn1239,68.0,7,7
ka1472,99.0,34,34
tt1799,68.0,41,41
mr5565,64.0,27,27
ma6036,100.0,38,38
mr9406,96.0,3,3
os4077,76.0,41,41
mi6642,92.0,28,28
mj1523,85.0,6,6
pw7815,89.0,34,34
jo5683,81.0,31,31
kl1348,80.0,5,5
ns2358,85.0,8,8
vr4622,60.0,45,45
mk1572,91.0,39,39
ts5040,75.0,20,20
mj1117,73.0,35,35
kp5214,96.0,36,36
me4221,93.0,45,45
lh8743,76.0,33,33
ka6770,87.0,14,14
wa5135,69.0,30,30
la7071,82.0,24,24
kl9753,65.0,25,25
jh3336,68.0,29,29
sb1972,99.0,21,21
kb3574,61.0,52,52
lv3076,91.0,7,7
mt4811,88.0,13,13
zp7831,93.0,17,17
mr1020,93.0,8,8
ws6593,90.0,8,8
lw8769,63.0,7,7
ms6765,61.0,30,30
mj9606,80.0,20,20
jc4011,93.0,35,35
mj5224,90.0,36,36
jz6925,68.0,3,3
vo6259,67.0,18,18
ks3998,62.0,29,29
mt3231,93.0,20,20
ws8716,66.0,45,45
md7627,86.0,24,24
th2610,89.0,10,10
mh8661,76.0,39,39
vk8864,85.0,20,20
mh3437,84.0,27,27
ww9231,74.0,7,7
mk1676,99.0,27,27
ub9586,73.0,48,48
lh6961,82.0,36,36
kf5693,77.0,26,26
sb2082,93.0,30,30
mn2870,74.0,21,21
ug5112,75.0,23,23
tk1529,81.0,33,33
ib2806,86.0,1,1
os7226,88.0,9,9
ne9599,86.0,30,30
vg5084,82.0,32,32
mr5670,96.0,37,37
km6416,74.0,35,35
sj7472,74.0,33,33
wr1679,65.0,1,1
mr8602,86.0,6,6
ma8046,81.0,23,23
mg1007,91.0,1,1
lh3004,92.0,36,36
zr6066,72.0,15,15
jg5906,64.0,48,48
ok5696,90.0,48,48
mw5391,93.0,44,44
sm5970,92.0,41,41
mn6897,64.0,13,13
rm8553,78.0,51,51
jl5459,80.0,29,29
ml1743,78.0,28,28
ph1773,76.0,17,17
ma8953,98.0,42,42
pp2997,70.0,47,47
vk7408,84.0,2,2
ro9937,95.0,39,39
tf2405,100.0,37,37
pm3642,94.0,8,8
kr9949,64.0,45,45
mt2086,63.0,29,29
tw6502,77.0,7,7
ol7450,77.0,40,40
jw6319,76.0,37,37
ok8829,83.0,53,53
ps1087,84.0,53,53
mp7952,86.0,23,23
sm5549,69.0,36,36
td2477,82.0,53,53
sm8842,98.0,4,4
jp5962,86.0,39,39
mg1791,95.0,27,27
sg1979,63.0,39,39
lo3428,76.0,26,26
ml7753,61.0,23,23
js3927,65.0,18,18
me9897,60.0,47,47
mb5390,76.0,37,37
sg4417,96.0,48,48
lt7103,69.0,10,10
pt3035,86.0,11,11
wc1418,92.0,7,7
mm2047,60.0,40,40
ma4242,97.0,49,49
jn3590,80.0,48,48
mh4972,98.0,34,34
jh3004,82.0,30,30
sp7638,63.0,8,8
vn4576,94.0,12,12
mj2446,74.0,16,16
mh9005,96.0,18,18
mp5777,83.0,53,53
mj1886,80.0,48,48
mp5980,79.0,7,7
mr7087,69.0,25,25
kk1267,62.0,1,1
jm7206,91.0,5,5
mm8916,72.0,46,46
jr1301,85.0,16,16
rq8420,90.0,29,29
tf8025,74.0,47,47
ob6043,60.0,20,20
jd3188,71.0,9,9
nb5135,81.0,23,23
js4888,81.0,36,36
mt1283,96.0,36,36
tb4699,76.0,49,49
jf5072,67.0,15,15
mj8109,66.0,14,14
sl8096,96.0,25,25
wg1476,96.0,26,26
lb1184,91.0,31,31
kw1043,78.0,3,3
ld4137,75.0,37,37
nb2686,87.0,3,3
rk8121,60.0,1,1
vp6083,60.0,38,38
mb7672,92.0,22,22
rh9618,83.0,14,14
lw7685,93.0,52,52
me6698,70.0,36,36
mp7693,61.0,8,8
us6442,82.0,34,34
ma9983,76.0,22,22
mk7105,91.0,44,44
ma3822,90.0,48,48
vy1999,92.0,31,31
lw8160,83.0,27,27
nm4783,87.0,20,20
nb4212,72.0,31,31
ms9882,98.0,15,15
mk2377,88.0,43,43
rw1366,93.0,39,39
mr5319,98.0,12,12
kz9097,64.0,21,21
ml7288,87.0,26,26
jd5932,71.0,51,51
lk1182,92.0,53,53
jk1331,95.0,49,49
jw9436,97.0,36,36
zw5425,63.0,23,23
jk5021,68.0,8,8
mn1003,89.0,27,27
ph8799,98.0,27,27
jl8774,69.0,6,6
mj7408,67.0,6,6
ns6501,80.0,18,18
lr5589,83.0,27,27
me5409,99.0,37,37
mc9096,60.0,25,25
jk4116,65.0,25,25
kb9285,84.0,11,11
kq6968,89.0,45,45
mj6957,92.0,23,23
tp4444,81.0,47,47
me6706,72.0,40,40
kb8171,86.0,21,21
sr6321,84.0,53,53
jh1737,100.0,31,31
sp1616,66.0,10,10
pm4249,67.0,22,22
tl1139,90.0,24,24
im1645,92.0,34,34
sd6073,87.0,6,6
po7371,96.0,43,43
wo4044,92.0,8,8
mc4662,95.0,42,42
mm9624,93.0,25,25
nb6183,71.0,34,34
mm4674,63.0,49,49
vh5298,99.0,53,53
mi2648,96.0,8,8
js3229,81.0,32,32
mt2801,68.0,53,53
oh9599,64.0,50,50
jb9306,94.0,30,30
jc1462,63.0,37,37
ks1926,92.0,51,51
sb5646,86.0,29,29
mr3116,86.0,16,16
sn9491,61.0,27,27
mg7684,60.0,16,16
or2228,74.0,11,11
md6611,68.0,32,32
jk4027,71.0,38,38
kd4323,61.0,34,34
mo4621,82.0,31,31
mg4093,87.0,18,18
nm3617,75.0,11,11
sr9640,78.0,50,50
mw6081,75.0,10,10
lt8326,77.0,7,7
mb8575,66.0,5,5
sc6597,71.0,13,13
ma8535,92.0,32,32
mb5410,98.0,48,48
tb1810,82.0,53,53
jg7835,96.0,23,23
yc8409,79.0,24,24
nl1189,80.0,8,8
mg8396,99.0,34,34
ta4214,62.0,15,15
jc9373,98.0,7,7
mr3131,93.0,53,53
mj9296,83.0,46,46
lm8503,89.0,41,41
mt6337,94.0,42,42
mo2344,87.0,42,42
ml8317,100.0,48,48
mg7641,80.0,29,29
ll6444,69.0,48,48
md1308,62.0,29,29
jd5592,71.0,4,4
sk9053,97.0,48,48
mt1262,60.0,25,25
mm6682,98.0,41,41
nw3340,78.0,20,20
td2308,65.0,37,37
jw3297,92.0,5,5
sp1402,99.0,47,47
ml5796,90.0,48,48
kc1302,91.0,38,38
ld9084,70.0,30,30
oc9232,62.0,26,26
ma9716,85.0,15,15
jh2181,76.0,45,45
md7018,89.0,23,23
rm1496,97.0,23,23
og7528,77.0,34,34
ma8013,72.0,6,6
kk5103,66.0,3,3
jj6204,71.0,16,16
lh7203,99.0,13,13
lr4974,78.0,50,50
rr1861,77.0,15,15
xb9185,61.0,47,47
mb2685,94.0,31,31
ms6799,60.0,9,9
lm1111,71.0,49,49
ja2479,66.0,46,46
zo2385,76.0,1,1
lr8600,87.0,46,46
kt2960,86.0,39,39
lh7173,60.0,43,43
mj8696,83.0,40,40
mo9119,66.0,30,30
mr4981,65.0,31,31
rr3451,65.0,3,3
se2637,85.0,33,33
jm7044,62.0,45,45
zg1956,98.0,24,24
mt7486,82.0,30,30
kh5965,85.0,24,24
rt4621,82.0,44,44
jr8895,92.0,23,23
mc3632,73.0,27,27
oc9673,92.0,42,42
pp1292,97.0,44,44
sr8161,67.0,48,48
mb3501,94.0,9,9
mt2330,92.0,33,33
ss2791,79.0,53,53
lt1060,71.0,42,42
mm9332,87.0,17,17
mk2051,97.0,51,51
jk9270,78.0,10,10
lc9556,100.0,41,41
js1332,73.0,45,45
ss5447,62.0,22,22
ma2722,87.0,28,28
sw9710,94.0,16,16
sm6158,64.0,38,38
ml5064,96.0,15,15
kh1154,93.0,35,35
kt5956,83.0,5,5
kr9918,98.0,30,30
ko8925,94.0,28,28
mf6881,72.0,51,51
mk4451,68.0,26,26
sm5255,85.0,39,39
rb2832,98.0,44,44
jr3224,87.0,50,50
kt2050,72.0,14,14
wd2661,66.0,30,30
rf1975,80.0,51,51
mn9410,85.0,6,6
sr4229,77.0,40,40
tm5315,99.0,42,42
ls2077,65.0,24,24
rr4724,70.0,21,21
qj6035,62.0,19,19
jp6334,78.0,35,35
ms6805,99.0,17,17
sm4829,67.0,40,40
mp8264,71.0,51,51
md9837,75.0,3,3
mc9587,61.0,31,31
wa5127,82.0,6,6
mp8748,86.0,4,4
vl5929,80.0,5,5
md8760,96.0,29,29
rh1754,76.0,33,33
mc2699,77.0,30,30
jh9891,60.0,46,46
iv6531,71.0,29,29
ir2135,69.0,7,7
mr1874,67.0,25,25
rr7213,94.0,43,43
rh6801,61.0,49,49
mj1770,96.0,38,38
mm6107,100.0,42,42
ma4550,96.0,32,32
jm2995,65.0,15,15
mz7054,98.0,29,29
km3504,79.0,25,25
om9683,71.0,47,47
jm6846,83.0,52,52
jk4828,85.0,13,13
rl4225,84.0,29,29
mg8599,83.0,26,26
lb9630,62.0,38,38
pp1200,88.0,7,7
sw4720,62.0,10,10
lm1801,82.0,24,24
mh9954,80.0,33,33
kw1386,86.0,51,51
pa6499,98.0,20,20
sw3767,65.0,33,33
rl7115,72.0,21,21
sb4094,88.0,33,33
lm3612,65.0,48,48
mm7898,72.0,31,31
sd7475,75.0,15,15
mz3667,84.0,25,25
mo1767,91.0,10,10
ms1481,88.0,35,35
wr2752,78.0,38,38
ou9392,90.0,48,48
ml9111,72.0,24,24
lh5555,98.0,39,39
rs3074,89.0,3,3
mb2986,90.0,31,31
mh2194,86.0,38,38
sg9224,95.0,42,42
sl9147,70.0,16,16
tz1637,94.0,14,14
bk5477,83.0,39,39
af2362,95.0,33,33
at5855,87.0,38,38
bb2708,89.0,12,12
ab1769,72.0,24,24
as5959,67.0,14,14
as3517,73.0,49,49
am9248,99.0,25,25
ab2069,85.0,49,49
ab3353,88.0,21,21
ag4144,84.0,45,45
ae4536,86.0,5,5
as6603,97.0,10,10
as6904,94.0,24,24
ah4627,95.0,26,26
ac6117,61.0,10,10
bs3099,63.0,37,37
ar5750,63.0,23,23
bk4164,95.0,35,35
ah1893,85.0,6,6
as4372,81.0,29,29
ah8649,67.0,22,22
bl7521,95.0,28,28
bp1701,88.0,40,40
ah2132,73.0,3,3
aw9070,71.0,6,6
ap7012,75.0,16,16
aw1897,65.0,6,6
ab3016,95.0,48,48
as7706,90.0,46,46
aw2413,99.0,39,39
ab4636,97.0,51,51
ay6012,94.0,33,33
am1296,90.0,28,28
co9856,65.0,37,37
bg1874,94.0,42,42
cz9116,99.0,23,23
ch1256,88.0,23,23
am2658,69.0,22,22
cg4965,69.0,47,47
ch2187,60.0,41,41
cd3328,75.0,14,14
bb2169,65.0,9,9
aj2734,89.0,19,19
cs3661,68.0,46,46
al7553,98.0,25,25
dg3029,85.0,51,51
aw5441,85.0,9,9
br5296,81.0,46,46
cb8478,72.0,45,45
dh5107,84.0,22,22
bp7844,84.0,12,12
cg4094,98.0,6,6
co3033,67.0,44,44
dk6748,90.0,20,20
ag2003,72.0,39,39
bh9149,65.0,3,3
as3353,97.0,44,44
bk6824,86.0,10,10
ds4127,77.0,52,52
ac5862,98.0,21,21
ck2097,69.0,36,36
cf2840,100.0,36,36
br8852,94.0,5,5
cr7454,88.0,12,12
ch9754,93.0,16,16
dh6358,89.0,7,7
bj2880,93.0,1,1
ch3297,94.0,30,30
ak5096,90.0,22,22
ag1594,79.0,32,32
bb3021,76.0,34,34
aw8623,61.0,45,45
cr5283,68.0,44,44
cn5833,87.0,44,44
bm9506,94.0,39,39
cr7460,96.0,39,39
ab8172,65.0,8,8
cr8911,78.0,24,24
as9069,95.0,44,44
bb4483,68.0,38,38
cw7585,60.0,1,1
am3245,90.0,34,34
cb2134,63.0,35,35
ah8299,91.0,35,35
bh1407,90.0,8,8
ck4064,65.0,13,13
cr7030,69.0,51,51
aa2256,98.0,32,32
cr7834,66.0,43,43
ct2924,62.0,12,12
bw8893,83.0,21,21
cg7136,100.0,38,38
cc2445,75.0,45,45
cc1235,78.0,46,46
ca6499,63.0,38,38
cq4861,69.0,2,2
cn5368,98.0,30,30
bl4092,82.0,51,51
ba4903,66.0,11,11
cw6141,81.0,21,21
cm4400,93.0,22,22
ck6661,67.0,21,21
co5263,72.0,29,29
cs4243,60.0,12,12
bc4962,61.0,13,13
af8503,88.0,52,52
am6323,61.0,33,33
bp7877,79.0,1,1
cw7068,76.0,24,24
bl6052,70.0,47,47
cs2006,78.0,16,16
ah6141,91.0,38,38
cs3754,89.0,28,28
bk6475,79.0,16,16
ch6057,85.0,47,47
ar9287,98.0,33,33
bm6234,67.0,50,50
bs1006,78.0,4,4
ca5845,75.0,17,17
cb6121,88.0,32,32
dh5008,87.0,41,41
al8943,92.0,23,23
ak5890,63.0,53,53
ca1975,95.0,15,15
as2674,81.0,9,9
ck4873,77.0,24,24
dr8416,66.0,44,44
cs5417,67.0,19,19
bd6345,68.0,32,32
bl3745,66.0,49,49
bo5114,94.0,42,42
ck8437,81.0,21,21
ag5931,84.0,36,36
bf5148,68.0,18,18
db2409,96.0,22,22
as2481,73.0,43,43
cd4187,64.0,49,49
aj3787,65.0,19,19
ae5810,99.0,40,40
cc6232,79.0,19,19
br8383,81.0,45,45
dc8417,81.0,43,43
ap8774,94.0,3,3
bb4001,60.0,14,14
cp9426,75.0,2,2
dh7522,86.0,6,6
ao3325,66.0,5,5
cs4540,66.0,3,3
cw3561,75.0,42,42
cm5322,69.0,53,53
ab5104,74.0,18,18
cw1038,74.0,26,26
aw8382,96.0,39,39
cb5065,97.0,40,40
bt1573,90.0,3,3
cs3610,94.0,30,30
db6530,83.0,3,3
cs1816,62.0,53,53
eh3966,69.0,36,36
gl5131,72.0,50,50
eu6734,92.0,35,35
gj1336,71.0,53,53
fe4839,87.0,6,6
ew9592,89.0,33,33
ed8801,63.0,49,49
gp4162,63.0,3,3
is6689,91.0,14,14
ie2276,63.0,13,13
ek4881,67.0,53,53
gj5319,66.0,14,14
dg3660,80.0,27,27
em6584,82.0,50,50
db1016,69.0,21,21
gl1897,88.0,22,22
da1878,79.0,47,47
ed7159,74.0,24,24
gr5445,76.0,4,4
fk6517,78.0,49,49
ea7463,82.0,1,1
dl7664,85.0,40,40
dk5949,62.0,18,18
do9924,74.0,6,6
ew2287,75.0,45,45
dw8054,94.0,15,15
fo7818,73.0,45,45
do2791,79.0,4,4
dl2872,99.0,20,20
hc9512,85.0,29,29
fw9529,65.0,9,9
fb6120,79.0,6,6
ej6416,87.0,9,9
gs5261,79.0,38,38
hs3812,88.0,21,21
er9643,66.0,47,47
gb9073,90.0,39,39
eh3135,81.0,15,15
ds7254,86.0,17,17
dw8693,64.0,49,49
eb5700,60.0,51,51
gb8971,87.0,48,48
eb9702,82.0,46,46
fm5811,63.0,50,50
il8896,67.0,23,23
eb7897,84.0,31,31
gb9628,98.0,32,32
el2162,75.0,34,34
dz1220,73.0,53,53
em9606,92.0,43,43
dd7048,91.0,8,8
hb4427,89.0,8,8
du5385,100.0,50,50
do7088,76.0,37,37
hh4615,96.0,45,45
gl1181,71.0,2,2
ds7549,99.0,9,9
ej6093,99.0,41,41
dt1755,84.0,47,47
gh1031,92.0,22,22
dg9379,80.0,15,15
hq7130,82.0,9,9
dl8726,70.0,1,1
fk3783,60.0,14,14
hs3254,63.0,52,52
eg9777,60.0,42,42
eh8403,68.0,40,40
dg1041,72.0,27,27
ew3399,74.0,1,1
dr5383,100.0,22,22
ib8603,66.0,19,19
ef2211,74.0,11,11
hs6780,67.0,13,13
dh7046,85.0,17,17
gl5818,74.0,24,24
gr4392,83.0,7,7
hm9327,73.0,9,9
er5239,72.0,51,51
ek3642,67.0,12,12
gr4591,62.0,4,4
fw2120,92.0,23,23
fc5125,81.0,23,23
hh1524,98.0,24,24
dg7321,97.0,36,36
dp4783,95.0,39,39
gd4593,78.0,44,44
dg7987,84.0,35,35
gr3326,72.0,53,53
dk1425,80.0,41,41
fr1588,87.0,50,50
hc6195,79.0,23,23
fa1972,83.0,34,34
ff4897,74.0,19,19
gj7421,91.0,7,7
dk5850,97.0,3,3
gh2561,84.0,41,41
gs2617,69.0,26,26
eb3303,89.0,8,8
dt1653,89.0,4,4
em9510,67.0,2,2
hh1856,78.0,31,31
eh6509,68.0,42,42
hm8630,72.0,12,12
eq3640,97.0,21,21
hw8828,69.0,37,37
ew8925,100.0,8,8
ek5867,62.0,18,18
dm6277,89.0,40,40
er2458,69.0,29,29
ew2185,73.0,40,40
gp3361,98.0,10,10
dh7362,98.0,34,34
eo6418,96.0,44,44
da3247,75.0,8,8
gd1891,69.0,47,47
dm4287,65.0,8,8
dj4017,64.0,36,36
dg3528,88.0,22,22
iw4518,95.0,37,37
ds8193,66.0,11,11
ds2879,100.0,6,6
hl4356,60.0,22,22
dw5475,96.0,15,15
ft1093,95.0,8,8
fs3719,87.0,13,13
ds2224,60.0,19,19
es8944,86.0,34,34
gt3176,76.0,12,12
dc7489,62.0,26,26
ek7386,62.0,30,30
fg4672,96.0,22,22
da2022,65.0,53,53
fs1546,76.0,34,34
ew7279,73.0,33,33
hh9927,99.0,9,9
gd6812,86.0,50,50
gh4919,83.0,2,2
hb6400,74.0,41,41
dl4708,92.0,21,21
fw1745,100.0,19,19
gb6345,80.0,4,4
ed1041,64.0,27,27
er8341,75.0,33,33
ej3628,97.0,39,39
gs3266,97.0,20,20
dm6239,90.0,29,29
fh7189,71.0,44,44
gr1809,78.0,34,34
hm5525,92.0,4,4
eg7228,68.0,35,35
em2859,66.0,28,28
eg5689,66.0,31,31
dc8436,91.0,28,28
eo5933,93.0,25,25
ek2555,75.0,47,47
ib9263,64.0,53,53
dl7100,87.0,25,25
gh1212,65.0,10,10
dc3082,62.0,16,16
em3990,87.0,15,15
dk9439,75.0,47,47
gs6695,91.0,52,52
gp6880,86.0,28,28
es9891,84.0,39,39
ds2211,77.0,42,42
er2244,93.0,44,44
do8320,82.0,48,48
er6539,85.0,10,10
ds2123,79.0,46,46
dg8738,86.0,32,32
dr9676,70.0,48,48
er2818,74.0,49,49
gc5107,73.0,10,10
da8807,93.0,27,27
gk3247,98.0,35,35
hs1177,73.0,40,40
hb7496,83.0,27,27
hd3109,73.0,27,27
dm9701,64.0,30,30
es2273,61.0,42,42
em7352,98.0,29,29
dr6246,100.0,53,53
dw2632,93.0,25,25
dh1318,83.0,51,51
ev8921,94.0,12,12
gw5806,78.0,1,1
dr3255,72.0,37,37
dh3792,72.0,46,46
dc5453,66.0,45,45
fh5083,88.0,51,51
ew8429,79.0,48,48
eb2377,74.0,46,46
fr6216,76.0,18,18
eb9389,92.0,14,14
ee6932,94.0,52,52
er9391,66.0,14,14
da4619,65.0,46,46
dr7544,72.0,44,44
ej7700,83.0,51,51
df7770,67.0,52,52
ds5937,88.0,12,12
hk5972,76.0,6,6
dg6925,74.0,29,29
em9445,87.0,30,30
gk9861,87.0,28,28
gc5114,61.0,41,41
dj1479,75.0,13,13
hr2868,75.0,7,7
fb4575,86.0,28,28
de5828,63.0,32,32
fm5590,92.0,44,44
fr8166,94.0,20,20
dl6390,86.0,53,53
df8189,99.0,20,20
al4613,85.0,46,46
am4447,64.0,21,21
ak9804,80.0,45,45
as1233,69.0,13,13
al5684,96.0,19,19
al6759,75.0,28,28
ah2567,80.0,11,11
ab8825,96.0,40,40
ak1365,96.0,11,11
at2037,86.0,20,20
as3627,73.0,4,4
ah3078,62.0,49,49
ab8389,63.0,6,6
at1813,60.0,47,47
ao8250,80.0,10,10
al8826,90.0,39,39
ab4479,87.0,46,46
al5806,84.0,53,53
aj1457,91.0,53,53
ar7586,77.0,16,16
am6718,61.0,52,52
as4057,87.0,45,45
az6923,71.0,22,22
ab9912,95.0,25,25
ap8429,97.0,20,20
ag4728,69.0,43,43
am5109,73.0,23,23
ab3717,64.0,49,49
ah5707,88.0,31,31
ad9791,76.0,16,16
aw2983,83.0,42,42
lj2993,93.0,30,30
rb1832,74.0,38,38
ld8122,66.0,34,34
md5914,66.0,4,4
kf8268,66.0,32,32
pz6665,78.0,16,16
mr6639,90.0,44,44
sc5452,75.0,43,43
tp8468,84.0,9,9
ih9335,73.0,29,29
me9525,91.0,31,31
pr4075,68.0,36,36
nk8056,85.0,53,53
jz5577,80.0,37,37
jp2632,82.0,49,49
lk7361,63.0,49,49
ks1880,70.0,36,36
ms2404,87.0,3,3
ih5431,96.0,5,5
sm4115,62.0,3,3
js8078,79.0,38,38
mb4117,63.0,34,34
rm8585,92.0,27,27
mg1976,63.0,39,39
kc4364,84.0,51,51
rh2046,88.0,42,42
jh2885,86.0,41,41
ms9362,97.0,53,53
jl6447,82.0,15,15
mr2329,88.0,48,48
ma5503,76.0,49,49
rb4971,78.0,36,36
jc5818,63.0,8,8
kg2618,64.0,26,26
lg4120,92.0,8,8
sg2123,90.0,30,30
tp3946,68.0,38,38
sb5076,80.0,2,2
mh2221,85.0,7,7
vs8351,83.0,52,52
mm1324,66.0,48,48
tg2289,71.0,25,25
mk4648,65.0,15,15
sa8884,61.0,14,14
kn1468,73.0,12,12
jk5833,64.0,28,28
md1699,78.0,40,40
mc4814,79.0,32,32
ll2646,79.0,21,21
mr3369,72.0,30,30
tb7100,72.0,44,44
wm3293,77.0,43,43
jb9557,68.0,16,16
ko8881,86.0,4,4
zj6533,61.0,8,8
mb4756,96.0,15,15
mr3556,73.0,52,52
